Дата запуска;0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;13.0;14.0;16.0;17.0;18.0;21.0;24.0
Дата запуска;2021-01-21 00:00:00;2021-01-22 00:00:00;2021-01-23 00:00:00;2021-01-24 00:00:00;2021-01-25 00:00:00;2021-01-26 00:00:00;2021-01-27 00:00:00;2021-01-28 00:00:00;2021-01-29 00:00:00;2021-01-30 00:00:00;2021-01-31 00:00:00;2021-02-01 00:00:00;2021-02-03 00:00:00;2021-02-04 00:00:00;2021-02-06 00:00:00;2021-02-07 00:00:00;2021-02-08 00:00:00;2021-02-11 00:00:00;2021-02-14 00:00:00
Номенклатура;;;;;;;;;;;;;;;;;;;
Круг 8 ГОСТ 2590-2006 09Г2С-6 ГОСТ 19281-2014;0.055;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Круг 8 ГОСТ 2590-2006 С235 ГОСТ 27772-2015;341.76;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5632-72;0.0;0.0;0.0;0.0;0.0;0.0;1.496;0.792;1.32;0.26399999999999996;0.396;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Лист 10 ГОСТ 19903-2015 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;0.0;0.0;5568.025999999997;504.468;6883.18;448.66800000000006;608.892;6515.2880000000005;58.82;2948.918;1362.177;27.786;70.584;70.584;70.584
Лист 10 ГОСТ 19903-2015 С345-6 ГОСТ 27772-2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;299.112;0.0;0.0;0.0;0.0;0.0
Лист 12 ГОСТ 19903-2015 С345-6 ГОСТ 27772-2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.552;0.0;0.0;0.0;0.0;0.0
Лист 12 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;931.5960000000009;66.054;45.49;0.0;0.0;0.0
Лист 14 ГОСТ 19903-2015 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;114.78899999999999;0.0;253.774;0.0;0.0;0.0
Лист 16 ГОСТ 19903-2015 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;1021.6019999999975;778.5;1788.312;0.0;3874.676;0.0;3482.36;4023.7019999999998;3482.36;1213.458;4953.011;0.0;4178.832;4178.832;4178.832
Лист 20 ГОСТ 19903-2015 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;218.97199999999702;1697.7510000000002;9221.822;4210.164;7796.36;1174.234;9071.831999999999;217.464;9355.632;9355.632;9355.632
Лист 20 ГОСТ 19903-2015 С345-6 ГОСТ 27772-2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;161.102;0.0;1164.52;0.0;0.0;0.0;0.0;0.0
Лист 25 ГОСТ 19903-2015 09Г2С-12 ГОСТ 19281-2014;135.6089999999998;1246.752;207.792;207.792;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;127.698;127.698;0.0;0.0;0.0
Лист 3 ГОСТ 19903-2015 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;7195.699;0.0;0.0;0.0;0.0;1942.56;3237.6;0.0;20.128;5.056;12.64;0.0;824.8170000000001;0.0;15.168;15.168;15.168
Лист 3 ГОСТ 19903-2015 С345-5 ГОСТ 27772-2015;4265.78;0.0;0.0;17.82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Лист 3 ГОСТ 19903-2015 ст3 ГОСТ 380-2005;410.053;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Лист 3 ГОСТ 19904-90 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;0.0;0.0;2104.44;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Лист 30 ГОСТ 19903-2015 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;390.124;0.0;0.0;0.0
Лист 30 ГОСТ 19903-2015 09Г2С-6 ГОСТ 19281-2014;24.468;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Лист 4 ГОСТ 19903-2015 09Г2С-12 ГОСТ 19281-2014;34.811;0.0;19918.479;9.783;0.0;71.52;4853.92;4301.964;7169.94;97.592;1885.784;3081.496;300.78;446.452;5081.623;447.436;360.936;360.936;360.936
Лист 4 ГОСТ 19903-2015 С345-5 ГОСТ 27772-2015;1478.187;0.0;0.0;7609.521000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Лист 4 ГОСТ 19903-2015 С345-6 ГОСТ 27772-2015;0.0;0.0;0.0;1006.5509999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;673.614;0.0;58.544;0.0;0.0;0.0;0.0;0.0
Лист 4 ГОСТ 19903-2015 ст3 ГОСТ 380-2005;11.532;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Лист 5 ГОСТ 19903-2015 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;248.23699999999974;160.182;0.0;0.0;0.0
Лист 6 ГОСТ 19903-2015 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;1600.0630000000003;126.67500000000001;268.918;0.0;3274.367;1963.62;3803.568;372.6240000000001;810.8600000000001;719.358;413.8;80.386;836.149;45.894;496.56;496.56;496.56
Лист 6 ГОСТ 19903-2015 С345-5 ГОСТ 27772-2015;0.0;0.0;0.0;230.64299999999997;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Лист 6 ГОСТ 19903-2015 С345-6 ГОСТ 27772-2015;0.0;0.0;372.82;110.34700000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.902;0.0;256.61199999999997;0.0;0.0;0.0;0.0;0.0
Лист 6 ГОСТ 19903-2015 ст3 ГОСТ 380-2005;129.942;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Лист 8 ГОСТ 19903-2015 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;426.7770000000082;2541.943;1239.0730000000003;1936.72;841.93;2983.0039999999995;304.078;2324.064;2324.064;2324.064
Лист 8 ГОСТ 19903-2015 С345-6 ГОСТ 27772-2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;163.75;0.0;491.696;0.0;0.0;0.0;0.0;0.0
Лист ПВ 506 ТУ 36.26.11-5-89 ст3 ГОСТ 380-2005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.342000000000006;94.742;0.0;0.0;0.0
Лист ромб 4 ГОСТ 8568-77 ст3 ГОСТ 380-2005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2232.236;90.148;90.148;0.0;0.0;0.0
Проволока 6,0-О-С ГОСТ 3282-74;17.462;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Серьга СРС-7-16А ТУ34.13.10272-88;378.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Сетка 50-ОБ ГОСТ 5336-80;29.535;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Табличка 63х80 12Х18Н10Т;20.16;0.22;2.66;0.30000000000000004;0.26;0.0;0.24000000000000002;0.0;0.52;0.0;0.0;0.54;0.0;0.16;0.14;0.04;0.0;0.0;0.0
Труба 146х8 ГОСТ 8732-78 09Г2С-12 ГОСТ 19281-2014;667.9570000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Труба 219х10 ГОСТ 8732-78 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;0.0;3779.82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Труба 219х10 ГОСТ 8732-78 С345-5 ГОСТ 27772-2015;215.48700000000014;692.967;0.0;1133.9460000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Труба 219х8 ГОСТ 10704-91 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;141.45499999999993;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Труба 219х8 ГОСТ 8732-78 С345-5 ГОСТ 27772-2015;524.538;641.102;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Труба 51х2,5 ГОСТ 10704-91 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.552;0.0;0.0;0.0;0.0
Труба 530х14 ГОСТ 10704-91 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;221.704;0.0;0.0;0.0
Труба 530х8 ГОСТ 10704-91 С345-6 ГОСТ 27772-2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;439.424;0.0;0.0;0.0;0.0;0.0
Труба 530х9 ГОСТ 10704-91 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;71.952;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Труба 60х4 ГОСТ 8732-78 ст3 ГОСТ 380-2005;187.031;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Труба 73х6 ГОСТ 8732-78 09Г2С-12 ГОСТ 19281-2014;0.0;47.801;0.0;47.801;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Труба 73х8 ГОСТ 8732-78 09Г2С-12 ГОСТ 19821-2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;116.4;116.4;0.0;0.0;0.0
Труба 89х4 ТУ 14-161-184-2000 09Г2С-12 ГОСТ 19281-2014;7.374;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Труба ДУ 32х42,3х3,2 ГОСТ 3262-75 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;152.942;0.0;0.0;0.0
Труба ДУ 40х48х3,5 ГОСТ 3262-75 ст3 ГОСТ 380-2005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;147.92000000000002;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Труба профильная 100х100х4 ГОСТ 30245-94 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;1277.8400000000001;0.0;0.0;0.0;1606.8;1483.2;2472.0;0.0;123.60000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Уголок 100х100х7 ГОСТ 8509-93 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1819.6460000000022;429.252;0.0;0.0;0.0;0.0
Уголок 100х100х7 ГОСТ 8509-93 ст3 ГОСТ 380-2005;2.99;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Уголок 100х100х8 ГОСТ 8509-93 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4839.909;0.0;6125.3;0.0;7044.105;612.54;7350.36;7350.36;7350.36
Уголок 100х100х8 ГОСТ 8509-93 С345-6 ГОСТ 27772-2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1661.736;0.0;0.0;0.0;0.0;0.0
Уголок 110х110х8 ГОСТ 8509-93 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;0.0;0.0;18816.750000000004;0.0;6177.6;0.0;0.0;6415.2;0.0;3802.756;950.4;0.0;0.0;0.0;0.0
Уголок 125х125х10 ГОСТ 8509-93 09Г2С-12 ГОСТ 19281-2014;4012.3869999999997;0.0;1653.882;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Уголок 125х125х9 ГОСТ 8509-93 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;5489.868;0.0;7981.068;0.0;17292.314;0.0;11855.86;17957.403;11855.86;0.0;15992.355000000001;883.346;14227.032;14227.032;14227.032
Уголок 140х140х9 ГОСТ 8509-93 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;0.0;0.0;8011.504000000001;0.0;20522.788;0.0;0.0;21312.126;0.0;8950.666;3157.352;0.0;0.0;0.0;0.0
Уголок 140х140х9 ГОСТ 8509-93 С345-6 ГОСТ 27772-2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;34.232;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Уголок 160х160х10 ГОСТ 8509-93 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;3821.8140000000008;0.0;6808.908;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Уголок 160х160х10 ГОСТ 8509-93 С345-6 ГОСТ 27772-2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.16;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Уголок 160х160х14 ГОСТ 8509-93 09Г2С-12 ГОСТ 19281-2014;13254.118999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Уголок 32х32х4 ГОСТ 8509-93 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;124.6219999999986;36.224;0.0;0.0;0.0
Уголок 35х35х4 ГОСТ 8509-93 09Г2С-12 ГОСТ 19281-2014;953.454;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.258;11.258;0.0;0.0;0.0
Уголок 35х35х4 ГОСТ 8509-93 С345-5 ГОСТ 27772-2015;0.0;0.0;0.0;22.92;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Уголок 35х35х4 ГОСТ 8509-93 С345-6 ГОСТ 27772-2015;0.0;0.0;0.0;68.76;0.0;0.0;0.0;0.0;0.0;0.0;0.0;49.32;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Уголок 45х45х4 ГОСТ 8509-93 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7312.450000000001;0.0;8369.04;0.0;9086.109999999999;265.116;10042.848;10042.848;10042.848
Уголок 45х45х4 ГОСТ 8509-93 С345-6 ГОСТ 27772-2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;485.634;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Уголок 45х45х5 ГОСТ 8509-93 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;420.586;461.026;0.0;0.0;0.0
Уголок 50х50х4 ГОСТ 8509-93 09Г2С-12 ГОСТ 19281-2014;939.307;541.938;430.108;299.927;65.854;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;263.416;0.0;0.0;0.0;0.0
Уголок 50х50х4 ГОСТ 8509-93 С345-5 ГОСТ 27772-2015;0.0;0.0;0.0;116.154;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Уголок 50х50х4 ГОСТ 8509-93 С345-6 ГОСТ 27772-2015;0.0;0.0;0.0;239.392;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Уголок 50х50х4 ГОСТ 8509-93 ст3 ГОСТ 380-2005;264.991;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Уголок 50х50х5 ГОСТ 8509-93 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;504.5419999999972;2654.164;553.634;2372.496;2372.496;2372.496
Уголок 50х50х5 ГОСТ 8509-93 С345-6 ГОСТ 27772-2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;82.048;0.0;0.0;0.0;0.0;0.0
Уголок 63х63х5 ГОСТ 8509-93 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;12906.670000000002;0.0;16204.144999999999;0.0;34993.556;26.387999999999998;4520.328;36339.462;4500.22;2280.646;11565.093;0.0;5400.264;5400.264;5400.264
Уголок 63х63х5 ГОСТ 8509-93 С345-6 ГОСТ 27772-2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;613.074;0.0;14.624;0.0;0.0;0.0;0.0;0.0
Уголок 70х70х6 ГОСТ 8509-93 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;3531.7800000000007;0.0;12548.82;0.0;27189.109999999997;24.726;917.82;28234.845;917.82;1911.522;5790.866;0.0;1101.384;1101.384;1101.384
Уголок 70х70х6 ГОСТ 8509-93 С345-6 ГОСТ 27772-2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;912.516;0.0;31.392;0.0;0.0;0.0;0.0;0.0
Уголок 70х70х7 ГОСТ 8509-93 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;282.826;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Уголок 70х70х8 ГОСТ 8509-93 09Г2С-12 ГОСТ 19281-2014;874.227;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Уголок 75х75х6 ГОСТ 8509-93 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;211.60000000000002;206.656;0.0;0.0;0.0
Уголок 75х75х6 ГОСТ 8509-93 С345-6 ГОСТ 27772-2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;34.160000000001055;0.0;0.0;0.0;0.0;0.0
Уголок 80х80х5,5 ГОСТ 8509-93 09Г2С-12 ГОСТ 19281-2014;1198.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Уголок 80х80х6 ГОСТ 8509-93 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;132.30799999999886;0.0;2661.108;0.0;5765.734;0.0;0.0;5987.493;0.0;5150.434;1687.516;531.2;0.0;0.0;0.0
Уголок 80х80х6 ГОСТ 8509-93 С345-6 ГОСТ 27772-2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;746.408;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Уголок 80х80х7 ГОСТ 8509-93 09Г2С-12 ГОСТ 19281-2014;786.495;0.0;0.0;155.435;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Уголок 90х90х7 ГОСТ 8509-93 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;0.0;0.0;3186.2389999999896;0.0;0.0;0.0;10168.26;0.0;10168.26;10007.734;10939.522;0.0;12201.912;12201.912;12201.912
Уголок 90х90х7 ГОСТ 8509-93 С345-6 ГОСТ 27772-2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;112.128;0.0;0.0;0.0;0.0;0.0;0.0;0.0
